name,codename,cores,clock,socket,process,l3_cache,tdp,released
Core i7-9800X,Skylake-X,8  / 16,3.8 to 4.4 GHz,Socket 2066,14,16.5,165,2018-10-19
Core i9-7900X,Skylake-X,10  / 20,3.3 to 4.5 GHz,Socket 2066,14,14,140,2017-06-26
Core i9-7920X,Skylake-X,12  / 24,2.9 to 4.4 GHz,Socket 2066,14,16.5,140,2017-09-10
Core i9-7940X,Skylake-X,14  / 28,3.1 to 4.4 GHz,Socket 2066,14,19.25,165,2017-09-01
Core i9-7960X,Skylake-X,16  / 32,2.8 to 4.4 GHz,Socket 2066,14,22,165,2017-09-01
Core i9-7980XE,Skylake-X,18  / 36,2.6 to 4.4 GHz,Socket 2066,14,24.75,165,2017-09-01
Core i9-9820X,Skylake-X,10  / 20,3.3 to 4.2 GHz,Socket 2066,14,16.5,165,2018-10-19
Core i9-9900X,Skylake-X,10  / 20,3.5 to 4.5 GHz,Socket 2066,14,19.25,165,2018-10-19
Core i9-9920X,Skylake-X,12  / 24,3.5 to 4.5 GHz,Socket 2066,14,19.25,165,2018-10-19
Core i9-9940X,Skylake-X,14  / 28,3.3 to 4.5 GHz,Socket 2066,14,19.25,165,2018-10-19
Core i9-9960X,Skylake-X,16  / 32,3.1 to 4.5 GHz,Socket 2066,14,22,165,2018-10-19
Core i9-9980XE,Skylake-X,18  / 36,3 to 4.5 GHz,Socket 2066,14,24.75,165,2018-10-19
Core i9-9990XE,Skylake-X,14  / 28,4 to 5.1 GHz,Socket 2066,14,19.25,255,2018-10-19
Athlon 64 FX-51,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2003-09-23
Athlon 64 FX-53,SledgeHammer,1,2.4 GHz,Socket 940,130,N/A,89,2004-03-18
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,85,2003-06-30
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,82,2003-09-09
Opteron 140 EE,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,30,2004-02-14
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,85,2003-06-30
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,82,2003-09-09
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,85,2003-06-30
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,82,2003-09-09
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 146,SledgeHammer,1,2000 MHz,Socket 940,130,N/A,89,2003-09-09
Opteron 146 HE,SledgeHammer,1,2000 MHz,Socket 940,130,N/A,55,2004-02-14
Opteron 148,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2004-05-18
Opteron 148,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2003-11-17
Opteron 150,SledgeHammer,1,2.4 GHz,Socket 940,130,N/A,89,2004-05-18
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,85,2003-04-22
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,82,2003-08-05
Opteron 240 EE,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,30,2004-02-14
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,82,2003-08-05
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,85,2003-04-22
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,82,2003-08-05
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,85,2003-04-22
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 246,SledgeHammer,1,2000 MHz,Socket 940,130,N/A,89,2003-08-05
Opteron 246 HE,SledgeHammer,1,2000 MHz,Socket 940,130,N/A,55,2004-02-14
Opteron 248,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2003-11-17
Opteron 248,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2004-05-18
Opteron 250,SledgeHammer,1,2.4 GHz,Socket 940,130,N/A,89,2004-05-18
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,85,2003-06-30
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,82,2003-09-09
Opteron 840 EE,SledgeHammer,1,1400 MHz,Socket 940,130,N/A,30,2004-05-18
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,85,2003-06-30
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130,N/A,82,2003-09-09
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,82,2004-05-18
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,85,2003-06-30
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130,N/A,82,2003-09-09
Opteron 846,SledgeHammer,1,2000 MHz,Socket 940,130,N/A,89,2003-09-09
Opteron 846 HE,SledgeHammer,1,2000 MHz,Socket 940,130,N/A,55,2004-05-18
Opteron 848,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2004-05-18
Opteron 848,SledgeHammer,1,2.2 GHz,Socket 940,130,N/A,89,2003-11-17
Opteron 850,SledgeHammer,1,2.4 GHz,Socket 940,130,N/A,89,2004-05-18
Pentium D 820,Smithfield,2,2.8 GHz,Socket 775,90,N/A,130,2005-05-26
Pentium D 820,Smithfield,2,2.8 GHz,Socket 775,90,N/A,130,2005-05-26
Pentium D 830,Smithfield,2,3 GHz,Socket 775,90,N/A,130,2005-05-26
Pentium D 840,Smithfield,2,3.2 GHz,Socket 775,90,N/A,130,2005-05-26
Pentium D 840 EE,Smithfield,2  / 4,3.2 GHz,Socket 775,90,N/A,130,2005-05-01
Atom CE4100,Sodaville,1,1200 MHz,BGA 951,45,N/A,7,2009-09-24
Atom CE4130,Sodaville,1,1200 MHz,BGA 951,45,N/A,7,2009-09-24
Atom CE4150,Sodaville,1,1200 MHz,BGA 951,45,N/A,7,2009-09-24
Sempron 2600+,Sonora,1,1600 MHz,Socket 754,90,N/A,25,2004-07-28
Sempron 2800+,Sonora,1,1600 MHz,Socket 754,90,N/A,25,2004-07-28
Sempron 3000+,Sonora,1,1800 MHz,Socket 754,90,N/A,25,2004-11-23
Sempron 3100+,Sonora,1,1800 MHz,Socket 754,90,N/A,25,2005-01-01
Sempron LE-1100,Sparta,1,1900 MHz,Socket AM2,65,N/A,45,2007-08-01
Sempron LE-1150,Sparta,1,2000 MHz,Socket AM2,65,N/A,45,2007-08-01
Sempron LE-1200,Sparta,1,2.1 GHz,Socket AM2,65,N/A,45,2007-08-01
Sempron LE-1250,Sparta,1,2.2 GHz,Socket AM2,65,N/A,45,2007-10-08
Sempron LE-1300,Sparta,1,2.3 GHz,Socket AM2,65,N/A,45,2007-10-08
A100,Stealey,1,600 MHz,BGA 437,90,N/A,3,2007-06-01
A110,Stealey,1,800 MHz,BGA 437,90,N/A,3,2007-06-01
Atom E625C,Stellarton,1  / 2,600 MHz,BGA1466,45,N/A,3,2010-11-22
Atom E625CT,Stellarton,1  / 2,600 MHz,BGA1466,45,N/A,3,2010-11-22
Atom E645C,Stellarton,1  / 2,1000 MHz,BGA1466,45,N/A,4,2010-11-22
Atom E645CT,Stellarton,1  / 2,1000 MHz,BGA1466,45,N/A,4,2010-11-22
Atom E665C,Stellarton,1  / 2,1300 MHz,BGA1466,45,N/A,4,2010-11-22
Atom E665CT,Stellarton,1  / 2,1300 MHz,BGA1466,45,N/A,7,2010-11-22
Opteron X2170,Steppe Eagle,4,2.4 GHz,Socket FT3,28,N/A,25,2016-09-01
A6-9120C SoC,Stoney Ridge,2,1.6 to 2.4 GHz,Socket FT4,28,N/A,6,2019-01-07
A6-9220C SoC,Stoney Ridge,2,1.8 to 2.7 GHz,Socket FT4,28,N/A,6,2019-01-07
A9-9400 SoC,Stoney Ridge,2,2.4 to 3.2 GHz,Socket FT4,28,N/A,10,2016-05-31
A9-9410 SoC,Stoney Ridge,2,2.9 to 3.5 GHz,Socket FP4,28,N/A,25,2016-05-31
A9-9420 SoC,Stoney Ridge,2,3 to 3.6 GHz,Socket FT4,28,N/A,15,2016-05-31
A9-9425 SoC,Stoney Ridge,2,3.1 to 3.7 GHz,Socket FT4,28,N/A,15,2016-05-31
A4-1200,Temash,2,1000 MHz,Socket FT3,32,N/A,4,2013-05-23
A4-1250,Temash,2,1000 MHz,Socket FT3,32,N/A,8,2013-05-23
A6-1450,Temash,4,1000 to 1400 MHz,Socket FT3,32,N/A,8,2013-05-23
Athlon XP 1600+,Thoroughbred,1,1400 MHz,Socket A,130,N/A,49,2001-01-01
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130,N/A,50,2001-01-01
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130,N/A,50,2001-01-01
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130,N/A,51,2001-01-01
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130,N/A,51,2002-06-10
Athlon XP 1900+,Thoroughbred,1,1600 MHz,Socket A,130,N/A,53,2001-01-01
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130,N/A,60,2002-06-10
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130,N/A,60,2002-06-10
Athlon XP 2100+,Thoroughbred,1,1733 MHz,Socket A,130,N/A,62,2001-01-01
Athlon XP 2200+,Thoroughbred,1,1800 MHz,Socket A,130,N/A,68,2002-06-10
Athlon XP 2200+,Thoroughbred,1,1800 MHz,Socket A,130,N/A,63,2001-01-01
Athlon XP 2400+,Thoroughbred,1,2000 MHz,Socket A,130,N/A,65,2002-08-21
Athlon XP 2400+,Thoroughbred,1,2000 MHz,Socket A,130,N/A,68,2002-08-21
Athlon XP 2600+,Thoroughbred,1,2.083 GHz,Socket A,130,N/A,68,2002-08-21
Athlon XP 2600+,Thoroughbred,1,2.133 GHz,Socket A,130,N/A,68,2002-10-01
Athlon XP 2700+,Thoroughbred,1,2.167 GHz,Socket A,130,N/A,68,2002-10-01
Athlon XP 2800+,Thoroughbred,1,2.25 GHz,Socket A,130,N/A,74,2002-10-01
Athlon XP-M 2200+,Thoroughbred,1,1800 MHz,Socket A,130,N/A,45,2002-11-11
Sempron 2200+,Thoroughbred,1,1500 MHz,Socket A,130,N/A,62,2004-07-28
Sempron 2300+,Thoroughbred,1,1583 MHz,Socket A,130,N/A,62,2004-07-28
Sempron 2400+,Thoroughbred,1,1667 MHz,Socket A,130,N/A,62,2004-07-28
Sempron 2500+,Thoroughbred,1,1750 MHz,Socket A,130,N/A,62,2004-07-28
Sempron 2600+,Thoroughbred,1,1833 MHz,Socket A,130,N/A,62,2004-07-28
Sempron 2800+,Thoroughbred,1,1992 MHz,Socket A,130,N/A,62,2004-07-28
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130,N/A,60,2003-09-01
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130,N/A,60,2003-09-01
Athlon XP 2200+,Thorton,1,1800 MHz,Socket A,130,N/A,63,2003-09-01
Athlon XP 2200+,Thorton,1,1800 MHz,Socket A,130,N/A,63,2003-09-01
Athlon XP 2400+,Thorton,1,2000 MHz,Socket A,130,N/A,68,2003-09-01
Athlon XP 2400+,Thorton,1,2000 MHz,Socket A,130,N/A,68,2003-09-01
Athlon XP 2600+,Thorton,1,2.133 GHz,Socket A,130,N/A,68,2003-09-01
Athlon XP 2600+,Thorton,1,2.083 GHz,Socket A,130,N/A,68,2003-09-01
Athlon XP 3100+,Thorton,1,2.2 GHz,Socket A,130,N/A,68,2003-12-01
Sempron 2200+,Thorton,1,1500 MHz,Socket A,130,N/A,62,2004-08-01
Sempron 2400+,Thorton,1,1667 MHz,Socket A,130,N/A,62,2004-08-01
Sempron 2800+,Thorton,1,1992 MHz,Socket A,130,N/A,62,2004-08-01
Phenom II X6 1035T,Thuban,6,2.6 to 3.1 GHz,Socket AM3,45,6,95,2010-04-27
Phenom II X6 1045T,Thuban,6,2.7 to 3.2 GHz,Socket AM3,45,6,95,2010-09-01
Phenom II X6 1055T (125W),Thuban,6,2.8 to 3.3 GHz,Socket AM3,45,6,125,2010-04-27
Phenom II X6 1055T (95W),Thuban,6,2.8 to 3.3 GHz,Socket AM3,45,6,95,2010-05-01
Phenom II X6 1065T,Thuban,6,2.9 to 3.4 GHz,Socket AM3,45,6,125,2010-12-07
Phenom II X6 1075T,Thuban,6,3 to 3.5 GHz,Socket AM3,45,6,125,2010-09-21
Phenom II X6 1090T BE,Thuban,6,3.2 to 3.6 GHz,Socket AM3,45,6,125,2010-04-27
Phenom II X6 1100T BE,Thuban,6,3.3 to 3.7 GHz,Socket AM3,45,6,125,2010-12-07
Athlon 600,Thunderbird,1,600 MHz,Socket A,180,N/A,38,2000-06-05
Athlon 650,Thunderbird,1,650 MHz,Socket A,180,N/A,38,2000-06-05
Athlon 700,Thunderbird,1,700 MHz,Socket A,180,N/A,40,2000-06-05
Athlon 750,Thunderbird,1,750 MHz,Socket A,180,N/A,43,2000-06-05
Athlon 800,Thunderbird,1,800 MHz,Socket A,180,N/A,45,2000-06-05
Athlon 850,Thunderbird,1,850 MHz,Socket A,180,N/A,47,2000-06-05
Athlon 900,Thunderbird,1,900 MHz,Socket A,180,N/A,50,2000-06-05
Athlon 950,Thunderbird,1,950 MHz,Socket A,180,N/A,52,2000-06-05
Athlon 1000,Thunderbird B,1,1000 MHz,Socket A,180,N/A,54,2000-06-05
Athlon 1100,Thunderbird B,1,1100 MHz,Socket A,180,N/A,60,2000-08-14
Athlon 1200,Thunderbird B,1,1200 MHz,Socket A,180,N/A,66,2000-10-17
Athlon 1300,Thunderbird B,1,1300 MHz,Socket A,180,N/A,68,2001-03-21
Athlon 1400,Thunderbird B,1,1400 MHz,Socket A,180,N/A,72,2001-06-06
Athlon 1000,Thunderbird C,1,1000 MHz,Socket A,180,N/A,54,2000-10-31
Athlon 1133,Thunderbird C,1,1133 MHz,Socket A,180,N/A,63,2000-10-31
Athlon 1200,Thunderbird C,1,1200 MHz,Socket A,180,N/A,66,2000-10-31
Athlon 1333,Thunderbird C,1,1333 MHz,Socket A,180,N/A,70,2001-03-21
Athlon 1400,Thunderbird C,1,1400 MHz,Socket A,180,N/A,72,2001-06-06
Athlon 64 3700+,Toledo,1,2.2 GHz,Socket 939,90,N/A,89,2001-01-01
Athlon 64 4000+,Toledo,1,2.4 GHz,Socket 939,90,N/A,89,2001-01-01
Athlon 64 FX-60,Toledo,2,2.6 GHz,Socket 939,90,N/A,110,2006-01-09
Athlon 64 X2 3800+,Toledo,2,2000 MHz,Socket 939,90,N/A,89,2005-08-01
Athlon 64 X2 4200+,Toledo,2,2.2 GHz,Socket 939,90,N/A,89,2006-05-23
Athlon 64 X2 4400+,Toledo,2,2.2 GHz,Socket 939,90,N/A,110,2006-05-23
Athlon 64 X2 4600+,Toledo,2,2.4 GHz,Socket 939,90,N/A,89,2006-05-23
Athlon 64 X2 4800+,Toledo,2,2.4 GHz,Socket 939,90,N/A,110,2006-05-23
Phenom X3 8250e,Toliman,3,1900 MHz,Socket AM2+,65,2,65,2008-09-08
Phenom X3 8400,Toliman,3,2.1 GHz,Socket AM2+,65,2,95,2008-03-27
Phenom X3 8450,Toliman,3,2.1 GHz,Socket AM2+,65,2,95,2008-04-23
Phenom X3 8450e,Toliman,3,2.1 GHz,Socket AM2+,65,2,65,2008-09-08
Phenom X3 8550,Toliman,3,2.2 GHz,Socket AM2+,65,2,95,2008-04-23
Phenom X3 8600,Toliman,3,2.3 GHz,Socket AM2+,65,2,95,2008-03-27
Phenom X3 8650,Toliman,3,2.3 GHz,Socket AM2+,65,2,95,2008-04-23
Phenom X3 8750,Toliman,3,2.4 GHz,Socket AM2+,65,2,95,2008-04-23
Phenom X3 8750 BE,Toliman,3,2.4 GHz,Socket AM2+,65,2,95,2008-09-08
Phenom X3 8850,Toliman,3,2.5 GHz,Socket AM2+,65,2,95,2008-10-21
A10-4600M,Trinity,4,2.3 to 3.2 GHz,Socket FS1r2,32,N/A,35,2012-05-15
A10-4655M,Trinity,4,2 to 2.8 GHz,Socket FP2,32,N/A,25,2012-05-15
A10-5700,Trinity,4,3.4 to 4 GHz,Socket FM2,32,N/A,65,2012-10-02
A10-5800B,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32,N/A,100,2012-10-02
A10-5800K,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32,N/A,100,2012-10-02
A4-4300M,Trinity,2,2.5 to 3 GHz,Socket FS1r2,32,N/A,35,2012-05-15
A4-4355M,Trinity,2,1.9 to 2.4 GHz,Socket FP2,32,N/A,17,2012-09-27
A4-5300,Trinity,2,3.4 to 3.6 GHz,Socket FM2,32,N/A,65,2012-10-02
A4-5300B,Trinity,2,3.4 to 3.6 GHz,Socket FM2,32,N/A,65,2012-10-02
A6-4400M,Trinity,2,2.7 to 3.2 GHz,Socket FS1r2,32,N/A,35,2012-05-15
A6-4455M,Trinity,2,2.1 to 2.6 GHz,Socket FP2,32,N/A,17,2012-05-15
A6-5400B,Trinity,4,3.6 to 3.8 GHz,Socket FM2,32,N/A,65,2012-10-02
A6-5400K,Trinity,4,3.6 to 3.8 GHz,Socket FM2,32,N/A,65,2012-10-02
A8-4500M,Trinity,4,1.9 to 2.8 GHz,Socket FS1r2,32,N/A,35,2012-05-15
A8-4555M,Trinity,4,1.6 to 2.4 GHz,Socket FP2,32,N/A,19,2012-09-27
A8-5500,Trinity,4,3.2 to 3.7 GHz,Socket FM2,32,N/A,65,2012-10-02
A8-5500B,Trinity,4,3.2 to 3.7 GHz,Socket FM2,32,N/A,65,2012-10-02
A8-5600K,Trinity,4,3.6 to 3.9 GHz,Socket FM2,32,N/A,100,2012-10-02
Opteron 242,Troy,1,1600 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 244,Troy,1,1800 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 246,Troy,1,2000 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 246,Troy,1,2000 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 246 HE,Troy,1,2000 MHz,Socket 940,90,N/A,55,2005-03-01
Opteron 248,Troy,1,2.2 GHz,Socket 940,90,N/A,85,2004-12-01
Opteron 248,Troy,1,2.2 GHz,Socket 940,90,N/A,85,2004-12-01
Opteron 248 HE,Troy,1,2.2 GHz,Socket 940,90,N/A,55,2005-03-01
Opteron 250,Troy,1,2.4 GHz,Socket 940,90,N/A,85,2004-12-01
Opteron 250 HE,Troy,1,2.4 GHz,Socket 940,90,N/A,55,2005-03-01
Opteron 252,Troy,1,2.6 GHz,Socket 940,90,N/A,92,2005-02-14
Opteron 254,Troy,1,2.8 GHz,Socket 940,90,N/A,92,2005-08-01
Pentium III 1000,Tualatin,1,1000 MHz,Socket 370,130,N/A,30,2001-07-01
Pentium III 1000S,Tualatin,1,1000 MHz,Socket 370,130,N/A,30,2001-06-01
Pentium III 1133,Tualatin,1,1133 MHz,Socket 370,130,N/A,29,2001-07-01
Pentium III 1133S,Tualatin,1,1133 MHz,Socket 370,130,N/A,29,2001-06-01
Pentium III 1200,Tualatin,1,1200 MHz,Socket 370,130,N/A,30,2001-07-01
Pentium III 1266S,Tualatin,1,1266 MHz,Socket 370,130,N/A,30,2001-07-01
Pentium III 1333,Tualatin,1,1333 MHz,Socket 370,130,N/A,30,2001-12-01
Pentium III 1400,Tualatin,1,1400 MHz,Socket 370,130,N/A,31,2001-12-01
Pentium III 1400S,Tualatin,1,1400 MHz,Socket 370,130,N/A,32,2002-01-08
Xeon 7110M,Tulsa,2  / 4,2.6 GHz,Socket 771,65,4,95,2006-08-27
Xeon 7110N,Tulsa,2  / 4,2.5 GHz,Socket 771,65,4,95,2006-08-27
Xeon 7120M,Tulsa,2  / 4,3 GHz,Socket 771,65,4,95,2006-08-27
Xeon 7120N,Tulsa,2  / 4,3 GHz,Socket 771,65,4,95,2006-08-27
Xeon 7130M,Tulsa,2  / 4,3.2 GHz,Socket 771,65,8,150,2006-08-27
Xeon 7130N,Tulsa,2  / 4,3.166 GHz,Socket 771,65,8,150,2006-08-27
Xeon 7140M,Tulsa,2  / 4,3.4 GHz,Socket 771,65,16,150,2006-08-27
Xeon 7140N,Tulsa,2  / 4,3.333 GHz,Socket 771,65,16,150,2006-08-27
Atom E620,Tunnel Creek,1  / 2,600 MHz,BGA 676,45,N/A,3,2010-09-14
Atom E620T,Tunnel Creek,1  / 2,600 MHz,BGA 676,45,N/A,3,2010-09-14
Atom E640,Tunnel Creek,1  / 2,1000 MHz,BGA 676,45,N/A,3,2010-09-14
Atom E640T,Tunnel Creek,1  / 2,1000 MHz,BGA 676,45,N/A,3,2010-09-14
Atom E660,Tunnel Creek,1  / 2,1300 MHz,BGA 676,45,N/A,3,2010-09-14
Atom E660T,Tunnel Creek,1  / 2,1300 MHz,BGA 676,45,N/A,3,2010-09-14
Atom E680,Tunnel Creek,1  / 2,1600 MHz,BGA 676,45,N/A,4,2010-09-14
Atom E680T,Tunnel Creek,1  / 2,1600 MHz,BGA 676,45,N/A,4,2010-09-14
Athlon 64 1500+,Venice,1,1000 MHz,Socket 754,90,N/A,9,2005-11-07
Athlon 64 3000+,Venice,1,1800 MHz,Socket 939,90,N/A,67,2005-04-04
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90,N/A,51,2001-01-01
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90,N/A,51,2001-01-01
Athlon 64 3200+,Venice,1,2000 MHz,Socket 939,90,N/A,67,2005-04-04
Athlon 64 3200+,Venice,1,2.2 GHz,Socket 754,90,N/A,59,2001-01-01
Athlon 64 3400+,Venice,1,2.2 GHz,Socket 939,90,N/A,67,2001-01-01
Athlon 64 3400+,Venice,1,2.4 GHz,Socket 754,90,N/A,67,2001-01-01
Athlon 64 3500+,Venice,1,2.2 GHz,Socket 939,90,N/A,67,2005-04-04
Athlon 64 3800+,Venice,1,2.4 GHz,Socket 939,90,N/A,89,2005-04-04
Opteron 144,Venus,1,1800 MHz,Socket 939,90,N/A,67,2005-08-02
Opteron 144,Venus,1,1800 MHz,Socket 939,90,N/A,67,2005-08-02
Opteron 146,Venus,1,2000 MHz,Socket 939,90,N/A,67,2005-08-02
Opteron 146,Venus,1,2000 MHz,Socket 939,90,N/A,67,2005-08-02
Opteron 146,Venus,1,2000 MHz,Socket 939,90,N/A,67,2005-08-02
Opteron 148,Venus,1,2.2 GHz,Socket 939,90,N/A,85,2005-08-02
Opteron 148,Venus,1,2.2 GHz,Socket 939,90,N/A,85,2005-08-02
Opteron 148 HE,Venus,1,2.2 GHz,Socket 940,90,N/A,55,2004-12-01
Opteron 150,Venus,1,2.4 GHz,Socket 939,90,N/A,85,2005-08-02
Opteron 150,Venus,1,2.4 GHz,Socket 939,90,N/A,85,2005-08-02
Opteron 152,Venus,1,2.6 GHz,Socket 939,90,N/A,104,2005-08-02
Opteron 152,Venus,1,2.6 GHz,Socket 939,90,N/A,104,2005-08-02
Opteron 154,Venus,1,2.8 GHz,Socket 939,90,N/A,104,2005-08-02
Opteron 156,Venus,1,3 GHz,Socket 939,90,N/A,104,2005-05-01
FX-4130,Vishera,4,3.8 to 4 GHz,Socket AM3+,32,8,125,2013-01-30
FX-4300,Vishera,4,3.8 to 4 GHz,Socket AM3+,32,8,95,2012-10-23
FX-4320,Vishera,4,4 to 4.2 GHz,Socket AM3+,32,8,95,2012-10-23
FX-4350,Vishera,4,4.2 to 4.3 GHz,Socket AM3+,32,8,125,2013-04-29
FX-6300,Vishera,6,3.5 to 4.1 GHz,Socket AM3+,32,8,95,2012-10-23
FX-6330,Vishera,6,3.6 to 4.2 GHz,Socket AM3+,32,8,125,2015-12-15
FX-6350,Vishera,6,3.9 to 4.2 GHz,Socket AM3+,32,8,125,2013-04-29
FX-8300,Vishera,8,3.3 to 3.9 GHz,Socket AM3+,32,8,95,2012-10-23
FX-8320,Vishera,8,3.5 to 4 GHz,Socket AM3+,32,8,125,2012-10-23
FX-8320E,Vishera,8,3.2 to 4 GHz,Socket AM3+,32,8,95,2014-09-02
FX-8350,Vishera,8,4 to 4.2 GHz,Socket AM3+,32,8,125,2012-10-23
FX-8370,Vishera,8,4 to 4.3 GHz,Socket AM3+,32,8,125,2014-09-02
FX-8370E,Vishera,8,3.3 to 4.3 GHz,Socket AM3+,32,8,95,2014-09-02
FX-9370,Vishera,8,4.4 to 4.7 GHz,Socket AM3+,32,8,220,2013-07-06
FX-9590,Vishera,8,4.7 to 5 GHz,Socket AM3+,32,8,220,2013-07-06
Xeon E5603,Westmere-EP,4,1600 MHz,Socket 1366,32,4,80,2011-02-14
Xeon E5606,Westmere-EP,4,2.133 GHz,Socket 1366,32,8,80,2011-02-14
Xeon E5607,Westmere-EP,4,2.266 GHz,Socket 1366,32,8,80,2011-02-14
Xeon E5620,Westmere-EP,4  / 8,2.4 to 2.666 GHz,Socket 1366,32,12,80,2010-03-16
Xeon E5630,Westmere-EP,4  / 8,2.533 to 2.8 GHz,Socket 1366,32,12,80,2010-03-16
Xeon E5640,Westmere-EP,4  / 8,2.666 to 2.933 GHz,Socket 1366,32,12,80,2010-03-16
Xeon E5645,Westmere-EP,6  / 12,2.4 to 2.666 GHz,Socket 1366,32,12,80,2010-03-16
Xeon E5649,Westmere-EP,6  / 12,2.533 to 2.8 GHz,Socket 1366,32,12,80,2011-02-14
Xeon L5609,Westmere-EP,4,1866 MHz,Socket 1366,32,12,40,2010-03-16
Xeon L5618,Westmere-EP,4  / 8,1.866 to 2.266 GHz,Socket 1366,32,12,40,2010-03-16
Xeon L5630,Westmere-EP,4  / 8,2.133 to 2.4 GHz,Socket 1366,32,12,40,2010-03-16
Xeon L5638,Westmere-EP,6  / 12,2 to 2.4 GHz,Socket 1366,32,12,60,2010-03-16
Xeon L5640,Westmere-EP,6  / 12,2.266 to 2.8 GHz,Socket 1366,32,12,60,2010-03-16
Xeon X5647,Westmere-EP,4  / 8,2.933 to 3.2 GHz,Socket 1366,32,12,130,2011-02-14
Xeon X5650,Westmere-EP,6  / 12,2.666 to 3.066 GHz,Socket 1366,32,12,95,2010-03-16
Xeon X5660,Westmere-EP,6  / 12,2.8 to 3.2 GHz,Socket 1366,32,12,95,2010-03-16
Xeon X5667,Westmere-EP,4  / 8,3.066 to 3.466 GHz,Socket 1366,32,12,95,2010-03-16
Xeon X5670,Westmere-EP,6  / 12,2.933 to 3.333 GHz,Socket 1366,32,12,95,2010-03-16
Xeon X5672,Westmere-EP,4  / 8,3.2 to 3.6 GHz,Socket 1366,32,12,95,2011-02-14
Xeon X5675,Westmere-EP,6  / 12,3.066 to 3.466 GHz,Socket 1366,32,12,95,2011-02-14
Xeon X5677,Westmere-EP,4  / 8,3.466 to 3.733 GHz,Socket 1366,32,12,130,2010-03-16
Xeon X5680,Westmere-EP,6  / 12,3.333 to 3.6 GHz,Socket 1366,32,12,130,2010-02-14
Xeon X5687,Westmere-EP,4  / 8,3.6 to 3.866 GHz,Socket 1366,32,12,130,2011-02-14
Xeon X5690,Westmere-EP,6  / 12,3.466 to 3.733 GHz,Socket 1366,32,12,130,2011-02-14
