name,codename,cores,clock,socket,process,l3_cache,tdp,released
Core i7-4771,Haswell,4  / 8,3.5 to 3.9 GHz,Socket 1150,22,8,84,2013-09-01
Core i7-4790,Haswell,4  / 8,3.6 to 4 GHz,Socket 1150,22,8,84,2014-05-01
Core i7-4790K,Haswell,4  / 8,4 to 4.4 GHz,Socket 1150,22,8,88,2014-05-01
Core i7-4790S,Haswell,4  / 8,3.1 to 3.9 GHz,Socket 1150,22,8,65,2014-05-01
Core i7-4800MQ,Haswell,4  / 8,2.7 to 3.7 GHz,Socket G3,22,8,47,2013-04-29
Core i7-4810MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22,8,47,2014-01-20
Core i7-4900MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22,8,47,2013-04-29
Core i7-4910MQ,Haswell,4  / 8,2.9 to 3.9 GHz,Socket G3,22,8,47,2014-01-20
Core i7-4930MX,Haswell,4  / 8,3 to 3.9 GHz,Socket G3,22,8,57,2013-04-29
Core i7-4940MX,Haswell,4  / 8,3.1 to 4 GHz,Socket G3,22,8,57,2014-01-20
Pentium 3550M,Haswell,2,2.3 GHz,Socket G3,22,2,37,2013-09-01
Pentium 3556U,Haswell,2,1700 MHz,BGA1168,22,2,15,2013-09-01
Pentium 3560Y,Haswell,2,1200 MHz,BGA1168,22,2,12,2013-09-01
Pentium G3220,Haswell,2,3 GHz,Socket 1150,22,3,54,2013-09-01
Pentium G3220T,Haswell,2,2.6 GHz,Socket 1150,22,3,35,2013-09-01
Pentium G3250,Haswell,2,3.2 GHz,Socket 1150,22,3,54,2014-07-21
Pentium G3250T,Haswell,2,2.8 GHz,Socket 1150,22,3,35,2014-07-21
Pentium G3258,Haswell,2,3.2 GHz,Socket 1150,22,3,54,2014-06-02
Pentium G3420,Haswell,2,3.2 GHz,Socket 1150,22,3,54,2013-09-01
Pentium G3420T,Haswell,2,2.7 GHz,Socket 1150,22,3,35,2013-09-01
Pentium G3430,Haswell,2,3.3 GHz,Socket 1150,22,3,54,2013-09-01
Pentium G3440,Haswell,2,3.3 GHz,Socket 1150,22,3,54,2014-05-01
Pentium G3450,Haswell,2,3.3 GHz,Socket 1150,22,3,54,2014-05-01
Pentium G3450T,Haswell,2,2.9 GHz,Socket 1150,22,3,35,2014-07-21
Pentium G3460,Haswell,2,3.5 GHz,Socket 1150,22,3,54,2014-07-21
Core i7-5820K,Haswell-E,6  / 12,3.3 to 3.6 GHz,Socket 2011-3,22,15,140,2014-09-01
Core i7-5930K,Haswell-E,6  / 12,3.5 to 3.7 GHz,Socket 2011-3,22,15,140,2014-09-01
Core i7-5960X,Haswell-E,8  / 16,3 to 3.5 GHz,Socket 2011-3,22,20,140,2014-09-01
Xeon E7-4870 v3,Haswell-EX,18  / 36,2.1 GHz,Socket 1150,22,45,140,2015-06-01
Xeon E7-4880 v3,Haswell-EX,18  / 36,2.3 GHz,Socket 1150,22,45,140,2015-06-01
Xeon E7-4890 v3,Haswell-EX,18  / 36,2.5 GHz,Socket 1150,22,45,165,2015-06-01
Xeon E7-8870 v3,Haswell-EX,18  / 36,2.1 GHz,Socket 1150,22,45,140,2015-06-01
Xeon E7-8880 v3,Haswell-EX,18  / 36,2.3 GHz,Socket 1150,22,45,140,2015-06-01
Xeon E7-8890 v3,Haswell-EX,18  / 36,2.5 GHz,Socket 2011,22,45,165,2015-06-01
Core i7-4500U,Haswell-ULT,2  / 4,1.8 to 3 GHz,BGA1168,22,4,15,2013-06-04
Core i7-4550U,Haswell-ULT,2  / 4,1.5 to 3 GHz,BGA1168,22,4,15,2013-06-04
Core i7-4558U,Haswell-ULT,2  / 4,2.8 to 3.3 GHz,BGA1168,22,4,28,2013-06-04
Core i7-4600U,Haswell-ULT,2  / 4,2.1 to 3.3 GHz,BGA1168,22,4,15,2013-09-01
Core i7-4650U,Haswell-ULT,2  / 4,1.7 to 3.3 GHz,BGA1168,22,4,15,2013-06-04
Xeon E3-1220 v3,Haswell-WS,4,3.1 to 3.5 GHz,Socket 1150,22,8,80,2013-06-02
Xeon E3-1220L v3,Haswell-WS,2  / 4,1.6 to 2.3 GHz,Socket 1150,22,4,16,2013-06-02
Xeon E3-1225 v3,Haswell-WS,4,3.2 to 3.6 GHz,Socket 1150,22,8,84,2013-06-02
Xeon E3-1230 v3,Haswell-WS,4  / 8,3.3 to 3.7 GHz,Socket 1150,22,8,80,2013-06-02
Xeon E3-1230L v3,Haswell-WS,4  / 8,1.8 to 2.8 GHz,Socket 1150,22,8,25,2013-06-02
Xeon E3-1240 v3,Haswell-WS,4  / 8,3.4 to 3.8 GHz,Socket 1150,22,8,80,2013-06-02
Xeon E3-1245 v3,Haswell-WS,4  / 8,3.4 to 3.8 GHz,Socket 1150,22,8,84,2013-06-02
Xeon E3-1265L v3,Haswell-WS,4  / 8,2.5 to 3.7 GHz,Socket 1150,22,8,45,2013-06-02
Xeon E3-1270 v3,Haswell-WS,4  / 8,3.5 to 3.9 GHz,Socket 1150,22,8,80,2013-06-02
Xeon E3-1275 v3,Haswell-WS,4  / 8,3.5 to 3.9 GHz,Socket 1150,22,8,84,2013-06-02
Xeon E3-1280 v3,Haswell-WS,4  / 8,3.6 to 4 GHz,Socket 1150,22,8,82,2013-06-02
Xeon E3-1285 v3,Haswell-WS,4  / 8,3.6 to 4 GHz,Socket 1150,22,8,84,2013-06-02
Xeon E3-1285L v3,Haswell-WS,4  / 8,3.1 to 3.9 GHz,Socket 1150,22,8,65,2013-06-02
Phenom II X3 700e,Heka,3,2.4 GHz,Socket AM3,45,6,65,2009-06-02
Phenom II X3 705e,Heka,3,2.5 GHz,Socket AM3,45,6,65,2009-06-02
Phenom II X3 710,Heka,3,2.6 GHz,Socket AM3,45,6,95,2009-02-09
Phenom II X3 715 BE,Heka,3,2.8 GHz,Socket AM2+,45,6,95,2010-10-01
Phenom II X3 720,Heka,3,2.8 GHz,Socket AM3,45,6,95,2010-01-01
Phenom II X3 720 BE,Heka,3,2.8 GHz,Socket AM3,45,6,95,2009-02-09
Phenom II X3 740 BE,Heka,3,3 GHz,Socket AM3,45,6,95,2009-09-01
Phenom II X3 B73,Heka,3,2.8 GHz,Socket AM3,45,6,95,2009-10-01
Phenom II X3 B75,Heka,3,3 GHz,Socket AM3,45,6,95,2009-10-01
Phenom II X3 B77,Heka,3,3.2 GHz,Socket AM3,45,6,95,2010-05-11
Z-60,Hondo,2,1000 MHz,Socket FT1,40,N/A,5,2012-10-09
Core i3-1005G1,Ice Lake-U,2  / 4,1.2 to 3.4 GHz,BGA1440,10,4,25,2019-08-01
Core i5-1035G1,Ice Lake-U,4  / 8,1 to 3.6 GHz,BGA1440,10,6,25,2019-08-01
Core i5-1035G4,Ice Lake-U,4  / 8,1.1 to 3.7 GHz,BGA1440,10,6,25,2019-08-01
Core i5-1035G7,Ice Lake-U,4  / 8,1.2 to 3.7 GHz,BGA1440,10,6,25,2019-08-01
Core i7-1065G7,Ice Lake-U,4  / 8,1.3 to 3.9 GHz,BGA1440,10,8,25,2019-08-01
Core i7-1068G7,Ice Lake-U,4  / 8,2.3 to 4.1 GHz,BGA1440,10,8,28,2019-08-01
Core i3-1000G1,Ice Lake-Y,2  / 4,1.1 to 3.2 GHz,BGA1440,10,4,12,2019-08-01
Core i3-1000G4,Ice Lake-Y,2  / 4,1.1 to 3.2 GHz,BGA1440,10,4,12,2019-08-01
Core i5-1030G4,Ice Lake-Y,4  / 8,0.7 to 3.5 GHz,BGA1440,10,6,12,2019-08-01
Core i5-1030G7,Ice Lake-Y,4  / 8,0.8 to 3.5 GHz,BGA1440,10,6,12,2019-08-01
Core i7-1060G7,Ice Lake-Y,4  / 8,1 to 3.8 GHz,BGA1440,10,8,12,2019-08-01
Opteron 6262 HE,Interlagos,16,1.6 to 2.9 GHz,Socket G34,32,16,85,2011-11-14
Opteron 6272,Interlagos,16,2.1 to 3 GHz,Socket G34,32,16,115,2011-11-14
Opteron 6274,Interlagos,16,2.2 to 3.1 GHz,Socket G34,32,16,115,2011-11-14
Opteron 6276,Interlagos,16,2.3 to 3.2 GHz,Socket G34,32,8,115,2011-11-14
Opteron 6278,Interlagos,16,2.4 to 3.3 GHz,Socket G34,32,8,115,2012-05-01
Opteron 6282 SE,Interlagos,16,2.6 to 3.3 GHz,Socket G34,32,8,140,2011-11-14
Opteron 6284 SE,Interlagos,16,2.7 to 3.4 GHz,Socket G34,32,8,140,2012-05-01
Xeon 3.0,Irwindale,1,3 GHz,Socket 604,90,N/A,135,2005-02-14
Xeon 3.2,Irwindale,1,3.2 GHz,Socket 604,90,N/A,135,2005-02-14
Xeon 3.4,Irwindale,1,3.4 GHz,Socket 604,90,N/A,135,2005-02-14
Xeon 3.6,Irwindale,1,3.6 GHz,Socket 604,90,N/A,135,2005-02-14
Opteron X2 260 HE,Italy,2,1600 MHz,Socket 940,90,N/A,55,2005-08-01
Opteron X2 265,Italy,2,1800 MHz,Socket 940,90,N/A,95,2005-05-31
Opteron X2 265 HE,Italy,2,1800 MHz,Socket 940,90,N/A,55,2005-08-01
Opteron X2 270,Italy,2,2000 MHz,Socket 940,90,N/A,95,2005-05-31
Opteron X2 270 HE,Italy,2,2000 MHz,Socket 940,90,N/A,55,2005-12-01
Opteron X2 275,Italy,2,2.2 GHz,Socket 940,90,N/A,95,2005-05-31
Opteron X2 275 HE,Italy,2,2.2 GHz,Socket 940,90,N/A,55,2006-02-01
Opteron X2 280,Italy,2,2.4 GHz,Socket 940,90,N/A,95,2005-09-26
Opteron X2 285,Italy,2,2.6 GHz,Socket 940,90,N/A,95,2006-03-06
Opteron X2 290,Italy,2,2.8 GHz,Socket 940,90,N/A,95,2006-01-01
Celeron 1000M,Ivy Bridge,2,1800 MHz,Socket G2 (988B),22,2,35,2013-01-20
Celeron 1007U,Ivy Bridge,2,1500 MHz,BGA1023,22,2,17,2013-01-20
Celeron 1020E,Ivy Bridge,2,2.2 GHz,Socket G2 (988B),22,2,35,2013-01-20
Celeron 1020E,Ivy Bridge,2,2.2 GHz,BGA1023,22,2,35,2013-01-20
Celeron 1020M,Ivy Bridge,2,2.1 GHz,Socket G2 (988B),22,2,35,2013-01-20
Celeron 1037U,Ivy Bridge,2,1800 MHz,BGA1023,22,2,17,2013-01-20
Celeron 1047UE,Ivy Bridge,2,1400 MHz,BGA1023,22,2,17,2013-01-20
Celeron 947UE,Ivy Bridge,1,1400 MHz,BGA1023,22,1,17,2013-01-20
Celeron G1610,Ivy Bridge,2,2.6 GHz,Socket 1155,22,2,55,2012-12-03
Celeron G1610T,Ivy Bridge,2,2.3 GHz,Socket 1155,22,2,35,2012-12-03
Celeron G1620,Ivy Bridge,2,2.7 GHz,Socket 1155,22,2,55,2012-12-03
Celeron G1620T,Ivy Bridge,2,2.4 GHz,Socket 1155,22,2,35,2013-09-01
Celeron G1630,Ivy Bridge,2,2.8 GHz,Socket 1155,22,2,55,2013-09-01
Core i3-3110M,Ivy Bridge,2  / 4,2.4 GHz,BGA1023,22,3,35,2012-06-01
Core i3-3110M,Ivy Bridge,2  / 4,2.4 GHz,Socket G2 (988B),22,3,35,2012-06-01
Core i3-3120M,Ivy Bridge,2  / 4,2.5 GHz,BGA1023,22,3,35,2012-09-30
Core i3-3120M,Ivy Bridge,2  / 4,2.5 GHz,Socket G2 (988B),22,3,35,2012-09-30
Core i3-3120ME,Ivy Bridge,2  / 4,2.4 GHz,BGA1023,22,3,35,2012-08-01
Core i3-3130M,Ivy Bridge,2  / 4,2.6 GHz,BGA1023,22,3,35,2013-01-01
Core i3-3210,Ivy Bridge,2  / 4,3.2 GHz,Socket 1155,22,3,55,2013-01-01
Core i3-3217U,Ivy Bridge,2  / 4,1800 MHz,BGA1023,22,3,17,2012-06-01
Core i3-3217UE,Ivy Bridge,2  / 4,1600 MHz,BGA1023,22,3,17,2012-08-01
Core i3-3220,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22,3,55,2012-09-03
Core i3-3220T,Ivy Bridge,2  / 4,2.8 GHz,Socket 1155,22,3,35,2012-09-03
Core i3-3225,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22,3,55,2012-09-03
Core i3-3227U,Ivy Bridge,2  / 4,1900 MHz,BGA1023,22,3,17,2013-01-08
Core i3-3229Y,Ivy Bridge,2  / 4,1400 MHz,BGA1023,22,3,13,2013-01-08
Core i3-3240,Ivy Bridge,2  / 4,3.4 GHz,Socket 1155,22,3,55,2012-09-03
Core i3-3240T,Ivy Bridge,2  / 4,3 GHz,Socket 1155,22,3,35,2012-09-03
Core i5-3210M,Ivy Bridge,2  / 4,2.5 to 3.1 GHz,Socket G2 (988B),22,3,35,2012-06-01
Core i5-3210M,Ivy Bridge,2  / 4,2.5 to 3.1 GHz,BGA1023,22,3,35,2012-06-01
Core i5-3230M,Ivy Bridge,2  / 4,2.6 to 3.2 GHz,BGA1023,22,3,35,2013-01-01
Core i5-3230M,Ivy Bridge,2  / 4,2.6 to 3.2 GHz,Socket G2 (988B),22,3,35,2013-01-01
Core i5-3317U,Ivy Bridge,2  / 4,1.7 to 2.6 GHz,BGA1023,22,3,17,2012-06-01
Core i5-3320M,Ivy Bridge,2  / 4,2.6 to 3.3 GHz,BGA1023,22,3,35,2012-06-01
Core i5-3320M,Ivy Bridge,2  / 4,2.6 to 3.3 GHz,Socket G2 (988B),22,3,35,2012-06-01
Core i5-3330,Ivy Bridge,4,3 to 3.2 GHz,Socket 1155,22,6,77,2012-09-03
Core i5-3330S,Ivy Bridge,4,2.7 to 3.2 GHz,Socket 1155,22,6,77,2012-09-03
Core i5-3335S,Ivy Bridge,4,2.7 to 3.2 GHz,Socket 1155,22,6,65,2012-11-01
Core i5-3337U,Ivy Bridge,2  / 4,1.8 to 2.8 GHz,BGA1023,22,3,17,2013-01-01
Core i5-3339Y,Ivy Bridge,2,1.5 to 2.3 GHz,BGA1023,22,3,13,2013-01-08
Core i5-3340M,Ivy Bridge,2  / 4,2.7 to 3.4 GHz,BGA1023,22,3,35,2013-01-01
Core i5-3340M,Ivy Bridge,2  / 4,2.7 to 3.4 GHz,Socket G2 (988B),22,3,35,2013-01-01
Core i5-3350P,Ivy Bridge,4,3.1 to 3.3 GHz,Socket 1155,22,6,69,2012-09-03
Core i5-3360M,Ivy Bridge,2  / 4,2.8 to 3.5 GHz,BGA1023,22,3,35,2012-06-01
Core i5-3360M,Ivy Bridge,2  / 4,2.8 to 3.5 GHz,Socket G2 (988B),22,3,35,2012-06-01
Core i5-3365M,Ivy Bridge,2  / 4,2.8 to 3.5 GHz,BGA1023,22,3,35,2012-11-01
Core i5-3380M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,Socket G2 (988B),22,3,35,2013-01-01
Core i5-3380M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,BGA1023,22,3,35,2013-01-01
Core i5-3427U,Ivy Bridge,2  / 4,1.8 to 2.8 GHz,BGA1023,22,3,17,2012-06-01
Core i5-3437U,Ivy Bridge,2  / 4,1.9 to 2.9 GHz,BGA1023,22,3,17,2013-01-01
Core i5-3439Y,Ivy Bridge,2,1.5 to 2.3 GHz,BGA1023,22,3,13,2013-01-08
Core i5-3470,Ivy Bridge,4,3.2 to 3.6 GHz,Socket 1155,22,6,77,2012-06-01
Core i5-3470S,Ivy Bridge,4,2.9 to 3.6 GHz,Socket 1155,22,6,65,2012-06-01
Core i5-3470T,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,Socket 1155,22,3,35,2012-06-01
Core i5-3475S,Ivy Bridge,4,2.9 to 3.6 GHz,Socket 1155,22,6,65,2012-06-01
Core i5-3570,Ivy Bridge,4,3.4 to 3.8 GHz,Socket 1155,22,6,77,2012-06-01
Core i5-3570S,Ivy Bridge,4,3.1 to 3.8 GHz,Socket 1155,22,6,65,2012-06-01
Core i5-3610ME,Ivy Bridge,2  / 4,2.7 to 3.3 GHz,Socket G2 (988B),22,3,35,2012-06-01
Core i5-3610ME,Ivy Bridge,2  / 4,2.7 to 3.3 GHz,BGA1023,22,3,35,2012-06-01
Core i7-3517U,Ivy Bridge,2  / 4,1.9 to 3 GHz,BGA1023,22,4,17,2012-06-03
Core i7-3517UE,Ivy Bridge,2  / 4,1.7 to 2.8 GHz,BGA1023,22,4,17,2012-06-03
Core i7-3520M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,Socket G2 (988B),22,4,35,2012-06-03
Core i7-3520M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,BGA1023,22,4,35,2012-06-03
Core i7-3525M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,BGA1023,22,4,35,2012-11-01
Core i7-3537U,Ivy Bridge,2  / 4,2 to 3.2 GHz,BGA1023,22,4,17,2013-01-08
Core i7-3540M,Ivy Bridge,2  / 4,3 to 3.7 GHz,BGA1023,22,4,35,2013-01-08
Core i7-3540M,Ivy Bridge,2  / 4,3 to 3.7 GHz,Socket G2 (988B),22,4,35,2013-01-08
Core i7-3555LE,Ivy Bridge,2  / 4,2.5 to 3.2 GHz,BGA1023,22,4,25,2012-06-03
Core i7-3630QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,Socket G2 (988B),22,6,45,2012-09-01
Core i7-3632QM,Ivy Bridge,4  / 8,2.2 to 3.2 GHz,BGA1224,22,6,35,2012-10-19
Core i7-3632QM,Ivy Bridge,4  / 8,2.2 to 3.2 GHz,Socket G2 (988B),22,6,35,2012-10-19
Core i7-3635QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,BGA1224,22,6,45,2012-09-01
Core i7-3667U,Ivy Bridge,2  / 4,2 to 3.2 GHz,BGA1023,22,4,17,2012-06-03
Core i7-3687U,Ivy Bridge,2  / 4,2.1 to 3.3 GHz,BGA1023,22,4,17,2013-01-08
Core i7-3689Y,Ivy Bridge,2  / 4,1.5 to 2.6 GHz,BGA1023,22,4,13,2013-01-08
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,BGA1224,22,6,45,2012-09-03
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),22,6,45,2012-09-03
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,BGA1224,22,8,45,2012-09-03
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,Socket G2 (988B),22,8,45,2012-09-03
Core i7-3940XM,Ivy Bridge,4  / 8,3 to 3.9 GHz,Socket G2 (988B),22,8,55,2012-09-03
Pentium 2020M,Ivy Bridge,2,2.4 GHz,Socket G2 (988B),22,2,35,2012-09-01
Pentium 2030M,Ivy Bridge,2,2.5 GHz,Socket G2 (988B),22,2,35,2013-01-01
Pentium 2117U,Ivy Bridge,2,1800 MHz,Socket G2 (988B),22,2,17,2012-09-01
Pentium 2117U,Ivy Bridge,2,1800 MHz,BGA1023,22,2,17,2012-09-01
Pentium 2129Y,Ivy Bridge,2,1100 MHz,BGA1023,22,2,10,2012-09-01
Pentium G2010,Ivy Bridge,2,2.8 GHz,Socket 1155,22,3,55,2013-01-21
Pentium G2020,Ivy Bridge,2,2.9 GHz,Socket 1155,22,3,55,2013-01-21
Pentium G2020T,Ivy Bridge,2,2.5 GHz,Socket 1155,22,3,35,2013-01-21
Pentium G2100T,Ivy Bridge,2,2.6 GHz,Socket 1155,22,3,35,2012-09-03
Pentium G2120,Ivy Bridge,2,3.1 GHz,Socket 1155,22,3,55,2012-09-03
Pentium G2130,Ivy Bridge,2,3.2 GHz,Socket 1155,22,3,55,2013-01-21
Xeon E3-1220 v2,Ivy Bridge,4,3.1 to 3.5 GHz,Socket 1155,22,8,69,2012-05-14
Xeon E3-1230 v2,Ivy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,22,8,69,2012-05-14
Xeon E3-1240 v2,Ivy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,22,8,69,2012-05-14
Xeon E3-1245 v2,Ivy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,22,8,77,2012-05-14
Xeon E3-1265L v2,Ivy Bridge,4  / 8,2.5 to 3.5 GHz,Socket 1155,22,8,45,2012-05-14
Xeon E3-1270 v2,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22,8,69,2012-05-14
Xeon E3-1275 v2,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22,8,77,2012-05-14
Xeon E3-1280 v2,Ivy Bridge,4  / 8,3.6 to 4 GHz,Socket 1155,22,8,69,2012-05-14
Xeon E3-1290 v2,Ivy Bridge,4  / 8,3.7 to 4.1 GHz,Socket 1155,22,8,87,2012-05-14
Core i7-4820K,Ivy Bridge-E,4  / 8,3.7 to 3.9 GHz,Socket 2011,22,10,130,2013-09-01
Core i7-4930K,Ivy Bridge-E,6  / 12,3.4 to 3.9 GHz,Socket 2011,22,12,130,2013-09-01
Core i7-4960X,Ivy Bridge-E,6  / 12,3.6 to 4 GHz,Socket 2011,22,15,130,2013-09-03
Xeon E5-1620 v2,Ivy Bridge-E,4  / 8,3.7 GHz,Socket 2011,22,10,130,2013-09-01
Xeon E5-1650 v2,Ivy Bridge-E,6  / 12,3.5 GHz,Socket 2011,22,12,130,2013-09-01
Xeon E5-1660 v2,Ivy Bridge-E,6  / 12,3.7 GHz,Socket 2011,22,15,130,2013-09-01
Xeon E5-2403 v2,Ivy Bridge-EN,4,1800 MHz,Socket 1356,22,10,80,2013-09-01
Xeon E5-2407 v2,Ivy Bridge-EN,4,2.4 GHz,Socket 1356,22,10,80,2013-09-01
Xeon E5-2420 v2,Ivy Bridge-EN,6  / 12,2.2 GHz,Socket 1356,22,15,80,2013-09-01
Xeon E5-2430 v2,Ivy Bridge-EN,6  / 12,2.5 GHz,Socket 1356,22,15,80,2013-09-01
Xeon E5-2440 v2,Ivy Bridge-EN,8  / 16,1900 MHz,Socket 1356,22,20,95,2013-09-01
Xeon E5-2450 v2,Ivy Bridge-EN,8  / 16,2.5 GHz,Socket 1356,22,20,95,2013-09-01
Xeon E5-2470 v2,Ivy Bridge-EN,10  / 20,2.4 GHz,Socket 1356,22,25,95,2013-09-01
Xeon E5-2603 v2,Ivy Bridge-EP,4,1800 MHz,Socket 2011,22,10,80,2013-09-01
Xeon E5-2609 v2,Ivy Bridge-EP,4,2.5 GHz,Socket 2011,22,10,80,2013-09-01
Xeon E5-2620 v2,Ivy Bridge-EP,6  / 12,2.1 GHz,Socket 2011,22,15,80,2013-09-01
Xeon E5-2630 v2,Ivy Bridge-EP,6  / 12,2.6 GHz,Socket 2011,22,15,80,2013-09-01
Xeon E5-2630L v2,Ivy Bridge-EP,6  / 12,2.4 GHz,Socket 2011,22,15,60,2013-09-01
Xeon E5-2637 v2,Ivy Bridge-EP,4  / 8,3.5 GHz,Socket 2011,22,10,130,2013-09-01
Xeon E5-2640 v2,Ivy Bridge-EP,8  / 16,2000 MHz,Socket 2011,22,20,95,2013-09-01
Xeon E5-2643 v2,Ivy Bridge-EP,6  / 12,3.5 GHz,Socket 2011,22,15,130,2013-09-01
Xeon E5-2650 v2,Ivy Bridge-EP,8  / 16,2.6 to 3.4 GHz,Socket 2011,22,20,95,2013-09-01
Xeon E5-2650L v2,Ivy Bridge-EP,10  / 20,1700 MHz,Socket 2011,22,25,70,2013-09-01
Xeon E5-2660 v2,Ivy Bridge-EP,10  / 20,2.2 to 3 GHz,Socket 2011,22,25,95,2013-09-01
Xeon E5-2667 v2,Ivy Bridge-EP,8  / 16,3.3 GHz,Socket 2011,22,20,130,2013-09-01
Xeon E5-2670 v2,Ivy Bridge-EP,10  / 20,2.5 to 3.3 GHz,Socket 2011,22,25,115,2013-09-01
Xeon E5-2680 v2,Ivy Bridge-EP,10  / 20,2.8 to 3.6 GHz,Socket 2011,22,25,115,2013-09-01
Xeon E5-2687W v2,Ivy Bridge-EP,8  / 16,3.4 to 4 GHz,Socket 2011,22,20,130,2013-09-01
Xeon E5-2690 v2,Ivy Bridge-EP,10  / 20,3 to 3.8 GHz,Socket 2011,22,25,130,2013-09-01
Xeon E5-2692 v2,Ivy Bridge-EP,12  / 24,2.2 to 3 GHz,Socket 2011,22,30,100,2013-09-01
Xeon E5-2695 v2,Ivy Bridge-EP,12  / 24,2.4 to 3.2 GHz,Socket 2011,22,30,115,2013-09-01
Xeon E5-2697 v2,Ivy Bridge-EP,12  / 24,2.7 to 3.5 GHz,Socket 2011,22,30,130,2013-09-01
Celeron P1053,Jasper Forest,1  / 2,1333 MHz,Socket 1366,45,2,30,2010-02-12
A4-1350,Kabini,4,1000 MHz,Socket FT3,32,N/A,8,2013-10-18
A4-5000,Kabini,4,1500 MHz,Socket FT3,32,N/A,15,2013-05-23
A4-5050,Kabini,4,1500 MHz,Socket FT3,32,N/A,15,2014-02-01
A6-5200,Kabini,4,2000 MHz,Socket FT3,32,N/A,25,2013-05-23
E1-2100,Kabini,2,1000 MHz,Socket FT3,32,N/A,9,2013-05-23
E1-2150,Kabini,2,1050 MHz,Socket FT3,32,N/A,9,2014-02-01
E1-2500,Kabini,2,1400 MHz,Socket FT3,32,N/A,15,2013-05-23
E2-3000,Kabini,2,1650 MHz,Socket FT3,32,N/A,15,2013-05-23
Celeron G3930,Kaby Lake,2,2.9 GHz,Socket 1151,14,2,51,2017-01-03
Celeron G3930T,Kaby Lake,2,2.7 GHz,Socket 1151,14,2,35,2017-01-03
Celeron G3950,Kaby Lake,2,3 GHz,Socket 1151,14,2,51,2017-01-03
Core i3-7100,Kaby Lake,2  / 4,3.9 GHz,Socket 1151,14,3,51,2017-01-03
Core i3-7100T,Kaby Lake,2  / 4,3.4 GHz,Socket 1151,14,3,35,2017-01-03
Core i3-7120,Kaby Lake,2  / 4,4 GHz,Socket 1151,14,3,51,2017-07-17
Core i3-7120T,Kaby Lake,2  / 4,3.6 GHz,Socket 1151,14,3,35,2017-07-17
Core i3-7300,Kaby Lake,2  / 4,4 GHz,Socket 1151,14,4,51,2017-01-03
Core i3-7300T,Kaby Lake,2  / 4,3.5 GHz,Socket 1151,14,4,35,2017-01-03
Core i3-7320,Kaby Lake,2  / 4,4.1 GHz,Socket 1151,14,4,51,2017-01-03
Core i3-7320T,Kaby Lake,2  / 4,3.6 GHz,Socket 1151,14,4,35,2017-07-17
Core i3-7340,Kaby Lake,2  / 4,4.2 GHz,Socket 1151,14,4,51,2017-07-17
Core i3-7350K,Kaby Lake,2  / 4,4.2 GHz,Socket 1151,14,4,60,2017-01-03
Core i3-7360X,Kaby Lake,2  / 4,4.3 GHz,Socket 2066,14,4,112,2017-10-03
Core i5-7400,Kaby Lake,4,3 to 3.5 GHz,Socket 1151,14,6,65,2017-01-03
Core i5-7400T,Kaby Lake,4,2.4 to 3 GHz,Socket 1151,14,6,35,2017-01-03
Core i5-7500,Kaby Lake,4,3.4 to 3.8 GHz,Socket 1151,14,6,65,2017-01-03
Core i5-7500T,Kaby Lake,4,2.7 to 3.3 GHz,Socket 1151,14,6,35,2017-01-03
Core i5-7600,Kaby Lake,4,3.5 to 4.1 GHz,Socket 1151,14,6,65,2017-01-03
Core i5-7600K,Kaby Lake,4,3.8 to 4.2 GHz,Socket 1151,14,6,91,2017-01-03
Core i5-7600T,Kaby Lake,4,2.8 to 3.7 GHz,Socket 1151,14,6,35,2017-01-03
Core i7-7700,Kaby Lake,4  / 8,3.6 to 4.2 GHz,Socket 1151,14,8,65,2017-01-03
Core i7-7700K,Kaby Lake,4  / 8,4.2 to 4.5 GHz,Socket 1151,14,8,91,2017-01-03
Core i7-7700T,Kaby Lake,4  / 8,2.9 to 3.8 GHz,Socket 1151,14,8,35,2017-01-03
Pentium G4560,Kaby Lake,2  / 4,3.5 GHz,Socket 1151,14,3,51,2017-01-03
